Apr 26 22:48:23.290 VTTY: Console port: waiting connection on tcp port 5001 for protocol IPv6 (FD 11)
Apr 26 22:48:23.290 VTTY: Console port: waiting connection on tcp port 5001 for protocol IPv4 (FD 12)
Apr 26 22:48:23.321 disk0: C/H/S settings = 16/4/32
Apr 26 22:48:23.636 C3600_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x605f2458,JIT on)
Apr 26 22:48:23.636 CPU0: CPU_STATE: Starting CPU (old state=2)...
Apr 26 22:48:23.709 ROM: Microcode has started.
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.735 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.736 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.736 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.736 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.736 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
Apr 26 22:48:23.736 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x6069be18 (size=1)
